Date,Price,MA_Index,Cumulative_2x,MA_2x
2013-02-15,1519.7900390625,1335.7036003417968,1906.590087890625,1538.4172104492188
2013-02-19,1530.93994140625,1336.1346003417968,1928.889892578125,1539.2792104492187
2013-02-20,1511.949951171875,1336.5437001953126,1890.909912109375,1540.09741015625
2013-02-21,1502.4200439453125,1336.9363403320312,1871.85009765625,1540.8826904296875
2013-02-22,1515.5999755859375,1337.3277802734376,1898.2099609375,1541.6655703125
2013-02-25,1487.8499755859375,1337.649040283203,1842.7099609375,1542.3080903320313
2013-02-26,1496.93994140625,1338.0302602539064,1860.889892578125,1543.0705302734375
2013-02-27,1515.989990234375,1338.4453603515626,1898.989990234375,1543.90073046875
2013-02-28,1514.6800537109375,1338.8127805175782,1896.3701171875,1544.6355708007814
2013-03-01,1518.199951171875,1339.2068803710938,1903.409912109375,1545.4237705078126
2013-03-04,1525.199951171875,1339.637020263672,1917.409912109375,1546.2840502929687
2013-03-05,1539.7900390625,1340.0729604492187,1946.590087890625,1547.1559306640625
2013-03-06,1541.4599609375,1340.5158403320313,1949.929931640625,1548.0416904296876
2013-03-07,1544.260009765625,1341.0141403808593,1955.530029296875,1549.0382905273439
2013-03-08,1551.1800537109375,1341.5079404296876,1969.3701171875,1550.025890625
2013-03-11,1556.219970703125,1342.0276003417969,1979.449951171875,1551.0652104492187
2013-03-12,1552.47998046875,1342.5688203125,1971.969970703125,1552.147650390625
2013-03-13,1554.52001953125,1343.164100341797,1976.050048828125,1553.3382104492186
2013-03-14,1563.22998046875,1343.7431203613282,1993.469970703125,1554.4962504882812
2013-03-15,1560.699951171875,1344.3061003417968,1988.409912109375,1555.6222104492188
2013-03-18,1552.0999755859375,1344.813540283203,1971.2099609375,1556.6370903320312
2013-03-19,1548.3399658203125,1345.3226801757812,1963.68994140625,1557.6553701171874
2013-03-20,1558.7099609375,1345.8450200195311,1984.429931640625,1558.7000498046875
2013-03-21,1545.800048828125,1346.3173000488282,1958.610107421875,1559.6446098632812
2013-03-22,1556.8900146484375,1346.8034799804686,1980.7900390625,1560.6169697265625
2013-03-25,1551.68994140625,1347.2864799804688,1970.389892578125,1561.5829697265624
2013-03-26,1563.77001953125,1347.7751401367188,1994.550048828125,1562.5602900390625
2013-03-27,1562.8499755859375,1348.2443200683595,1992.7099609375,1563.4986499023437
2013-03-28,1569.18994140625,1348.7310400390625,2005.389892578125,1564.47208984375
2013-04-01,1562.1700439453125,1349.1905600585937,1991.35009765625,1565.3911298828125
2013-04-02,1570.25,1349.6653200683593,2007.510009765625,1566.3406499023438
2013-04-03,1553.68994140625,1350.1074399414063,1974.389892578125,1567.2248896484375
2013-04-04,1559.97998046875,1350.5563198242187,1986.969970703125,1568.1226494140626
2013-04-05,1553.280029296875,1350.9958598632813,1973.570068359375,1569.0017294921875
2013-04-08,1563.0699462890625,1351.4656596679688,1993.14990234375,1569.9413291015626
2013-04-09,1568.6099853515625,1351.9539597167968,2004.22998046875,1570.9179291992189
2013-04-10,1587.72998046875,1352.501099609375,2042.469970703125,1572.012208984375
2013-04-11,1593.3699951171875,1353.05901953125,2053.75,1573.128048828125
2013-04-12,1588.8499755859375,1353.6076794433593,2044.7099609375,1574.2253686523438
2013-04-15,1552.3599853515625,1354.0730393066406,1971.72998046875,1575.1560883789064
2013-04-16,1574.5699462890625,1354.6118991699218,2016.14990234375,1576.2338081054688
2013-04-17,1552.010009765625,1355.0906791992188,1971.030029296875,1577.1913681640624
2013-04-18,1541.6099853515625,1355.5131791992187,1950.22998046875,1578.0363681640624
2013-04-19,1555.25,1355.9489191894531,1977.510009765625,1578.9078481445313
2013-04-22,1562.5,1356.4034191894532,1992.010009765625,1579.8168481445311
2013-04-23,1578.780029296875,1356.866499267578,2024.570068359375,1580.7430083007812
2013-04-24,1578.7900390625,1357.3127592773437,2024.590087890625,1581.6355283203125
2013-04-25,1585.1600341796875,1357.7621193847656,2037.330078125,1582.5342485351562
2013-04-26,1582.239990234375,1358.1993793945312,2031.489990234375,1583.4087685546874
2013-04-29,1593.6099853515625,1358.664159423828,2054.22998046875,1584.3383286132812
2013-04-30,1597.5699462890625,1359.1460593261718,2062.14990234375,1585.3021284179688
2013-05-01,1582.699951171875,1359.6168193359374,2032.409912109375,1586.2436484375
