Date,Net Value,ROIC,Cash,Holdings,Price,SMA1,SMA2,Stop Loss
2002-06-03,994.708387642403,98.4708387642403,990.0,0.0006364920135051872,7397.4025478711965,9248.822979390494,11920.518010516478,6.75
2002-06-04,994.7084781291547,98.47084781291548,990.0,0.0006364920135051872,7397.544712658602,9242.324176165905,11905.94520093134,6.75
2002-06-05,994.7918172283476,98.47918172283475,990.0,0.0006364920135051872,7528.479740003126,9237.378731906962,11892.293436159502,6.75
2002-06-06,994.6024083179976,98.46024083179977,990.0,0.0006364920135051872,7230.8971995610555,9231.685493845669,11878.375537473416,6.75
2002-06-07,994.5879188821036,98.45879188821036,990.0,0.0006364920135051872,7208.132678425575,9224.729942491284,11863.787620365625,6.75
2002-06-10,994.6165841660594,98.46165841660594,990.0,0.0006364920135051872,7253.169039208709,9217.225395784877,11848.707018197729,6.75
2002-06-11,994.4630473816012,98.44630473816012,990.0,0.0006364920135051872,7011.945612676243,9207.296250674668,11833.595620700597,6.75
2002-06-12,994.5216975306964,98.45216975306964,990.0,0.0006364920135051872,7104.091543576842,9199.301385631874,11818.60980731455,6.75
2002-06-13,994.4268547189064,98.44268547189064,990.0,0.0006364920135051872,6955.082899669853,9191.103151868154,11803.756320999228,6.75
2002-06-14,994.4067717177845,98.44067717177845,990.0,0.0006364920135051872,6923.530263194074,9182.12287131948,11789.004282631968,6.75
2002-06-17,994.6596447362283,98.46596447362283,990.0,0.0006364920135051872,7320.822001469432,9175.265926178046,11776.367442487737,6.75
2002-06-18,994.668368894222,98.4668368894222,990.0,0.0006364920135051872,7334.528627489149,9170.604903571537,11763.452169136073,6.75
2002-06-19,994.5139779218636,98.45139779218636,990.0,0.0006364920135051872,7091.963176419014,9165.304230892836,11750.344429082248,6.75
2002-06-20,994.3927188947564,98.43927188947563,990.0,0.0006364920135051872,6901.45170960671,9156.840271450677,11737.115524941473,6.75
2002-06-21,994.2429904287176,98.42429904287175,990.0,0.0006364920135051872,6666.2115764050395,9148.849902563998,11724.852640556035,6.75
2002-06-24,994.2737037872611,98.42737037872611,990.0,0.0006364920135051872,6714.465690976344,9140.529905571677,11711.49134480849,6.75
2002-06-25,994.1309485112662,98.41309485112662,990.0,0.0006364920135051872,6490.181217698103,9129.800357992463,11697.234374064574,6.75
2002-06-26,994.1088578775161,98.41088578775161,990.0,0.0006364920135051872,6455.474366266562,9119.093064176213,11682.92525201501,6.75
2002-06-27,994.2532860066633,98.42532860066633,990.0,0.0006364920135051872,6682.38707857501,9108.168654933153,11668.43037479245,6.75
2002-06-28,994.2462447110858,98.42462447110857,990.0,0.0006364920135051872,6671.324417256204,9097.421684145507,11653.938645256734,6.75
2002-07-01,994.0646096652517,98.40646096652517,990.0,0.0006364920135051872,6385.955485706399,9085.045156175896,11638.97597571377,6.75
2002-07-02,993.8920635965633,98.38920635965633,990.0,0.0006364920135051872,6114.866351785739,9069.14665726277,11622.932956945711,6.75
2002-07-03,993.940504515083,98.3940504515083,990.0,0.0006364920135051872,6190.972441873255,9052.591704565382,11608.108944113284,6.75
2002-07-05,994.2299735414009,98.4229973541401,990.0,0.0006364920135051872,6645.76059345396,9038.188150574993,11593.86053898218,6.75
2002-07-08,994.1269004674317,98.41269004674317,990.0,0.0006364920135051872,6483.821288981659,9024.340028726201,11580.404318716164,6.75
2002-07-09,993.9228744970158,98.39228744970157,990.0,0.0006364920135051872,6163.273715584236,9010.285926315095,11566.315201330624,6.75
2002-07-10,993.6564172722781,98.36564172722781,990.0,0.0006364920135051872,5744.63967291911,8993.73332178668,11551.103860750196,6.75
2002-07-11,993.7112355263846,98.37112355263847,990.0,0.0006364920135051872,5830.765269067038,8977.132507200791,11536.544488266636,6.75
2002-07-12,993.6633728859115,98.36633728859115,990.0,0.0006364920135051872,5755.567718339667,8959.199220891041,11521.8391424081,6.75
